Filename,Active Hours
175882_2022-10.json,102.69
175882_2022-11.json,128.62
175882_2022-12.json,115.89
175882_2023-01.json,103.09
175882_2023-02.json,159.56
175882_2023-03.json,175.25
175882_2023-04.json,202.82
175882_2023-05.json,277.31
175882_2023-06.json,205.51
175882_2023-07.json,78.25
175882_2023-08.json,91.19
175882_2023-09.json,202.28
175882_2023-10.json,202.46
175882_2023-11.json,249.35
175882_2023-12.json,106.61
175882_2024-01.json,132.21
175882_2024-02.json,123.07
175882_2024-03.json,104.13
175882_2024-04.json,156.68
175882_2024-05.json,153.17
175882_2024-06.json,151.13
175882_2024-07.json,50.87
175882_2024-08.json,104.93
175882_2024-09.json,173.84
175882_2024-10.json,91.66
175882_2024-11.json,130.84
175882_2024-12.json,101.19
175882_2025-01.json,147.07
175882_2025-02.json,188.85
175882_2025-03.json,175.25
175882_2025-04.json,159.68
175882_2025-05.json,113.0
176099_2022-10.json,137.68
176099_2022-11.json,151.12
176099_2022-12.json,181.81
176099_2023-01.json,143.65
176099_2023-02.json,153.03
176099_2023-03.json,139.73
176099_2023-04.json,163.61
176099_2023-05.json,172.35
176099_2023-06.json,194.01
176099_2023-07.json,26.47
176099_2023-08.json,170.83
176099_2023-09.json,187.72
176099_2023-10.json,194.27
176099_2023-11.json,227.6
176099_2023-12.json,176.02
176099_2024-01.json,169.91
176099_2024-02.json,143.5
176099_2024-03.json,141.62
176099_2024-04.json,198.19
176099_2024-05.json,194.85
176099_2024-06.json,183.09
176099_2024-07.json,70.23
176099_2024-08.json,130.33
176099_2024-09.json,192.2
176099_2024-10.json,210.31
176099_2024-11.json,193.25
176099_2024-12.json,170.94
176099_2025-01.json,211.98
176099_2025-02.json,171.96
176099_2025-03.json,167.27
176099_2025-04.json,208.79
176099_2025-05.json,148.29
176108_2022-10.json,124.3
176108_2022-11.json,153.15
176108_2022-12.json,114.96
176108_2023-01.json,145.18
176108_2023-02.json,135.25
176108_2023-03.json,155.78
176108_2023-04.json,147.88
176108_2023-05.json,253.73
176108_2023-06.json,254.11
176108_2023-07.json,104.36
176108_2023-08.json,129.16
176108_2023-09.json,171.8
176108_2023-10.json,190.35
176108_2023-11.json,216.98
176108_2023-12.json,118.32
176108_2024-01.json,191.01
176108_2024-02.json,139.01
176108_2024-03.json,169.25
176108_2024-04.json,180.11
176108_2024-05.json,270.45
176108_2024-06.json,310.29
176108_2024-07.json,72.17
176108_2024-08.json,188.31
176108_2024-09.json,182.49
176108_2024-10.json,195.33
176108_2024-11.json,236.91
176108_2024-12.json,184.46
176108_2025-01.json,170.59
176108_2025-02.json,205.72
176108_2025-03.json,202.06
176108_2025-04.json,172.52
176108_2025-05.json,129.7
176117_2022-10.json,39.77
176117_2022-11.json,44.67
176117_2022-12.json,58.7
176117_2023-01.json,60.16
176117_2023-02.json,67.44
176117_2023-03.json,66.64
176117_2023-04.json,74.28
176117_2023-05.json,50.41
176117_2023-06.json,30.23
176117_2023-07.json,7.96
176117_2023-08.json,14.4
176117_2023-09.json,41.15
176117_2023-10.json,60.31
176117_2023-11.json,74.29
176117_2023-12.json,32.85
176117_2024-01.json,28.66
176117_2024-02.json,32.43
176117_2024-03.json,0.0
176117_2024-04.json,0.0
176117_2024-05.json,0.0
176117_2024-06.json,0.0
176117_2024-07.json,0.0
176117_2024-08.json,0.0
176117_2024-09.json,0.0
176117_2024-10.json,0.0
176117_2024-11.json,0.0
176117_2024-12.json,0.0
176117_2025-01.json,0.0
176117_2025-02.json,0.0
176117_2025-03.json,0.0
176117_2025-04.json,0.0
176117_2025-05.json,0.0
176126_2022-10.json,115.63
176126_2022-11.json,215.34
176126_2022-12.json,126.1
176126_2023-01.json,171.25
176126_2023-02.json,175.1
176126_2023-03.json,213.81
176126_2023-04.json,160.65
176126_2023-05.json,175.76
176126_2023-06.json,233.72
176126_2023-07.json,72.47
176126_2023-08.json,189.83
176126_2023-09.json,186.75
176126_2023-10.json,196.18
176126_2023-11.json,190.32
176126_2023-12.json,129.73
176126_2024-01.json,166.47
176126_2024-02.json,151.95
176126_2024-03.json,118.05
176126_2024-04.json,168.33
176126_2024-05.json,181.83
176126_2024-06.json,190.0
176126_2024-07.json,48.88
176126_2024-08.json,138.03
176126_2024-09.json,162.16
176126_2024-10.json,147.62
176126_2024-11.json,138.21
176126_2024-12.json,131.69
176126_2025-01.json,160.18
176126_2025-02.json,145.87
176126_2025-03.json,152.22
176126_2025-04.json,130.08
176126_2025-05.json,103.79
176135_2022-10.json,380.86
176135_2022-11.json,596.94
176135_2022-12.json,611.43
176135_2023-01.json,593.42
176135_2023-02.json,533.81
176135_2023-03.json,595.18
176135_2023-04.json,573.69
176135_2023-05.json,584.64
176135_2023-06.json,560.45
176135_2023-07.json,432.02
176135_2023-08.json,479.7
176135_2023-09.json,495.38
176135_2023-10.json,519.48
176135_2023-11.json,504.55
176135_2023-12.json,522.03
176135_2024-01.json,496.89
176135_2024-02.json,423.31
176135_2024-03.json,404.39
176135_2024-04.json,405.27
176135_2024-05.json,397.78
176135_2024-06.json,406.38
176135_2024-07.json,419.91
176135_2024-08.json,419.69
176135_2024-09.json,423.37
176135_2024-10.json,451.11
176135_2024-11.json,447.5
176135_2024-12.json,460.76
176135_2025-01.json,483.25
176135_2025-02.json,429.36
176135_2025-03.json,456.71
176135_2025-04.json,471.89
176135_2025-05.json,310.44
176144_2022-10.json,106.26
176144_2022-11.json,179.25
176144_2022-12.json,130.98
176144_2023-01.json,171.28
176144_2023-02.json,135.14
176144_2023-03.json,162.91
176144_2023-04.json,158.97
176144_2023-05.json,148.0
176144_2023-06.json,168.19
176144_2023-07.json,53.3
176144_2023-08.json,111.48
176144_2023-09.json,134.79
176144_2023-10.json,176.09
176144_2023-11.json,169.51
176144_2023-12.json,118.58
176144_2024-01.json,133.95
176144_2024-02.json,111.72
176144_2024-03.json,107.76
176144_2024-04.json,147.72
176144_2024-05.json,123.57
176144_2024-06.json,122.47
176144_2024-07.json,62.73
176144_2024-08.json,132.62
176144_2024-09.json,133.22
176144_2024-10.json,122.69
176144_2024-11.json,139.17
176144_2024-12.json,100.67
176144_2025-01.json,131.66
176144_2025-02.json,79.36
176144_2025-03.json,120.64
176144_2025-04.json,109.31
176144_2025-05.json,73.08
176180_2022-10.json,198.33
176180_2022-11.json,264.57
176180_2022-12.json,242.3
176180_2023-01.json,281.14
176180_2023-02.json,270.14
176180_2023-03.json,288.94
176180_2023-04.json,271.04
176180_2023-05.json,346.17
176180_2023-06.json,313.01
176180_2023-07.json,128.57
176180_2023-08.json,251.47
176180_2023-09.json,263.96
176180_2023-10.json,279.5
176180_2023-11.json,297.64
176180_2023-12.json,226.49
176180_2024-01.json,293.55
176180_2024-02.json,268.33
176180_2024-03.json,264.26
176180_2024-04.json,306.89
176180_2024-05.json,328.24
176180_2024-06.json,338.65
176180_2024-07.json,152.38
176180_2024-08.json,249.67
176180_2024-09.json,288.78
176180_2024-10.json,314.47
176180_2024-11.json,323.81
176180_2024-12.json,266.89
176180_2025-01.json,314.01
176180_2025-02.json,315.49
176180_2025-03.json,303.54
176180_2025-04.json,279.01
176180_2025-05.json,186.64
176189_2022-10.json,162.67
176189_2022-11.json,225.25
176189_2022-12.json,183.84
176189_2023-01.json,228.1
176189_2023-02.json,208.67
176189_2023-03.json,231.48
176189_2023-04.json,172.73
176189_2023-05.json,215.56
176189_2023-06.json,232.51
176189_2023-07.json,95.33
176189_2023-08.json,225.87
176189_2023-09.json,210.16
176189_2023-10.json,218.16
176189_2023-11.json,243.68
176189_2023-12.json,172.16
176189_2024-01.json,219.13
176189_2024-02.json,216.0
176189_2024-03.json,188.49
176189_2024-04.json,230.44
176189_2024-05.json,217.55
176189_2024-06.json,223.67
176189_2024-07.json,117.92
176189_2024-08.json,221.09
176189_2024-09.json,217.87
176189_2024-10.json,211.18
176189_2024-11.json,224.41
176189_2024-12.json,177.14
176189_2025-01.json,227.52
176189_2025-02.json,212.45
176189_2025-03.json,234.28
176189_2025-04.json,177.93
176189_2025-05.json,145.6
176198_2022-10.json,64.46
176198_2022-11.json,114.06
176198_2022-12.json,92.72
176198_2023-01.json,124.85
176198_2023-02.json,116.88
176198_2023-03.json,145.26
176198_2023-04.json,116.04
176198_2023-05.json,137.03
176198_2023-06.json,118.47
176198_2023-07.json,41.63
176198_2023-08.json,92.92
176198_2023-09.json,115.47
176198_2023-10.json,110.01
176198_2023-11.json,136.18
176198_2023-12.json,98.11
176198_2024-01.json,123.9
176198_2024-02.json,109.22
176198_2024-03.json,100.15
176198_2024-04.json,124.01
176198_2024-05.json,114.88
176198_2024-06.json,94.14
176198_2024-07.json,31.91
176198_2024-08.json,97.2
176198_2024-09.json,90.03
176198_2024-10.json,98.47
176198_2024-11.json,100.5
176198_2024-12.json,70.1
176198_2025-01.json,111.4
176198_2025-02.json,89.9
176198_2025-03.json,135.74
176198_2025-04.json,105.95
176198_2025-05.json,90.62
176207_2022-10.json,76.38
176207_2022-11.json,143.46
176207_2022-12.json,125.83
176207_2023-01.json,136.27
176207_2023-02.json,108.13
176207_2023-03.json,185.24
176207_2023-04.json,139.85
176207_2023-05.json,141.05
176207_2023-06.json,165.55
176207_2023-07.json,58.93
176207_2023-08.json,162.91
176207_2023-09.json,171.71
176207_2023-10.json,162.94
176207_2023-11.json,194.63
176207_2023-12.json,132.6
176207_2024-01.json,182.15
176207_2024-02.json,164.93
176207_2024-03.json,99.68
176207_2024-04.json,144.62
176207_2024-05.json,139.46
176207_2024-06.json,108.0
176207_2024-07.json,33.08
176207_2024-08.json,114.99
176207_2024-09.json,139.01
176207_2024-10.json,124.37
176207_2024-11.json,106.61
176207_2024-12.json,75.21
176207_2025-01.json,128.59
176207_2025-02.json,100.96
176207_2025-03.json,143.71
176207_2025-04.json,96.89
176207_2025-05.json,71.27
176216_2022-10.json,169.55
176216_2022-11.json,261.45
176216_2022-12.json,199.45
176216_2023-01.json,268.58
176216_2023-02.json,294.07
176216_2023-03.json,302.9
176216_2023-04.json,255.68
176216_2023-05.json,304.53
176216_2023-06.json,390.08
176216_2023-07.json,141.95
176216_2023-08.json,244.34
176216_2023-09.json,270.77
176216_2023-10.json,296.6
176216_2023-11.json,254.37
176216_2023-12.json,222.71
176216_2024-01.json,177.0
176216_2024-02.json,140.85
176216_2024-03.json,142.51
176216_2024-04.json,153.48
176216_2024-05.json,149.31
176216_2024-06.json,173.29
176216_2024-07.json,68.28
176216_2024-08.json,187.49
176216_2024-09.json,125.9
176216_2024-10.json,119.98
176216_2024-11.json,113.37
176216_2024-12.json,92.03
176216_2025-01.json,130.43
176216_2025-02.json,109.53
176216_2025-03.json,146.4
176216_2025-04.json,125.71
176216_2025-05.json,65.32
176225_2022-10.json,164.46
176225_2022-11.json,236.74
176225_2022-12.json,174.8
176225_2023-01.json,262.63
176225_2023-02.json,298.92
176225_2023-03.json,275.61
176225_2023-04.json,170.38
176225_2023-05.json,227.84
176225_2023-06.json,235.73
176225_2023-07.json,94.04
176225_2023-08.json,192.63
176225_2023-09.json,215.03
176225_2023-10.json,213.74
176225_2023-11.json,211.85
176225_2023-12.json,150.4
176225_2024-01.json,189.6
176225_2024-02.json,212.67
176225_2024-03.json,228.53
176225_2024-04.json,274.89
176225_2024-05.json,419.05
176225_2024-06.json,268.74
176225_2024-07.json,233.08
176225_2024-08.json,228.4
176225_2024-09.json,227.23
176225_2024-10.json,213.96
176225_2024-11.json,212.22
176225_2024-12.json,156.74
176225_2025-01.json,210.03
176225_2025-02.json,330.11
176225_2025-03.json,326.39
176225_2025-04.json,322.34
176225_2025-05.json,219.47
176234_2022-10.json,119.12
176234_2022-11.json,133.97
176234_2022-12.json,103.39
176234_2023-01.json,153.27
176234_2023-02.json,145.64
176234_2023-03.json,176.11
176234_2023-04.json,124.81
176234_2023-05.json,150.4
176234_2023-06.json,137.31
176234_2023-07.json,22.95
176234_2023-08.json,115.09
176234_2023-09.json,121.04
176234_2023-10.json,122.9
176234_2023-11.json,155.47
176234_2023-12.json,98.96
176234_2024-01.json,124.44
176234_2024-02.json,136.76
176234_2024-03.json,94.91
176234_2024-04.json,181.87
176234_2024-05.json,115.9
176234_2024-06.json,124.39
176234_2024-07.json,45.06
176234_2024-08.json,88.62
176234_2024-09.json,139.11
176234_2024-10.json,151.08
176234_2024-11.json,152.14
176234_2024-12.json,114.09
176234_2025-01.json,140.96
176234_2025-02.json,145.53
176234_2025-03.json,246.77
176234_2025-04.json,130.29
176234_2025-05.json,92.4
176243_2022-10.json,162.55
176243_2022-11.json,231.19
176243_2022-12.json,172.05
176243_2023-01.json,234.57
176243_2023-02.json,209.11
176243_2023-03.json,248.27
176243_2023-04.json,183.83
176243_2023-05.json,231.41
176243_2023-06.json,231.99
176243_2023-07.json,136.76
176243_2023-08.json,213.6
176243_2023-09.json,205.54
176243_2023-10.json,208.07
176243_2023-11.json,229.15
176243_2023-12.json,165.47
176243_2024-01.json,208.97
176243_2024-02.json,213.07
176243_2024-03.json,196.84
176243_2024-04.json,249.88
176243_2024-05.json,251.5
176243_2024-06.json,245.11
176243_2024-07.json,145.28
176243_2024-08.json,235.51
176243_2024-09.json,235.86
176243_2024-10.json,226.56
176243_2024-11.json,240.16
176243_2024-12.json,197.9
176243_2025-01.json,236.75
176243_2025-02.json,215.79
176243_2025-03.json,241.78
176243_2025-04.json,239.61
176243_2025-05.json,174.57
176252_2022-10.json,59.44
176252_2022-11.json,91.9
176252_2022-12.json,64.46
176252_2023-01.json,68.92
176252_2023-02.json,62.99
176252_2023-03.json,78.83
176252_2023-04.json,51.5
176252_2023-05.json,52.54
176252_2023-06.json,57.68
176252_2023-07.json,38.48
176252_2023-08.json,55.27
176252_2023-09.json,51.56
176252_2023-10.json,84.49
176252_2023-11.json,67.47
176252_2023-12.json,33.2
176252_2024-01.json,51.04
176252_2024-02.json,64.91
176252_2024-03.json,55.51
176252_2024-04.json,66.27
176252_2024-05.json,65.96
176252_2024-06.json,59.23
176252_2024-07.json,18.63
176252_2024-08.json,72.62
176252_2024-09.json,81.09
176252_2024-10.json,68.09
176252_2024-11.json,73.49
176252_2024-12.json,69.36
176252_2025-01.json,67.41
176252_2025-02.json,71.95
176252_2025-03.json,84.21
176252_2025-04.json,129.73
176252_2025-05.json,51.02
176261_2022-10.json,54.69
176261_2022-11.json,138.61
176261_2022-12.json,61.63
176261_2023-01.json,116.34
176261_2023-02.json,104.83
176261_2023-03.json,134.53
176261_2023-04.json,85.06
176261_2023-05.json,104.85
176261_2023-06.json,75.04
176261_2023-07.json,18.84
176261_2023-08.json,68.14
176261_2023-09.json,98.02
176261_2023-10.json,69.86
176261_2023-11.json,94.26
176261_2023-12.json,58.01
176261_2024-01.json,89.53
176261_2024-02.json,99.83
176261_2024-03.json,55.87
176261_2024-04.json,100.22
176261_2024-05.json,90.4
176261_2024-06.json,72.07
176261_2024-07.json,19.93
176261_2024-08.json,64.49
176261_2024-09.json,93.31
176261_2024-10.json,71.37
176261_2024-11.json,84.44
176261_2024-12.json,66.1
176261_2025-01.json,77.52
176261_2025-02.json,55.4
176261_2025-03.json,87.06
176261_2025-04.json,63.68
176261_2025-05.json,40.56
176270_2022-10.json,87.24
176270_2022-11.json,171.3
176270_2022-12.json,119.08
176270_2023-01.json,170.0
176270_2023-02.json,155.64
176270_2023-03.json,170.04
176270_2023-04.json,138.74
176270_2023-05.json,179.14
176270_2023-06.json,185.94
176270_2023-07.json,63.17
176270_2023-08.json,129.56
176270_2023-09.json,157.09
176270_2023-10.json,134.34
176270_2023-11.json,142.97
176270_2023-12.json,118.31
176270_2024-01.json,123.27
176270_2024-02.json,143.33
176270_2024-03.json,121.51
176270_2024-04.json,157.88
176270_2024-05.json,167.39
176270_2024-06.json,143.32
176270_2024-07.json,66.06
176270_2024-08.json,147.36
176270_2024-09.json,163.3
176270_2024-10.json,144.14
176270_2024-11.json,152.29
176270_2024-12.json,115.63
176270_2025-01.json,157.87
176270_2025-02.json,134.5
176270_2025-03.json,167.42
176270_2025-04.json,122.61
176270_2025-05.json,101.97
176279_2022-10.json,68.94
176279_2022-11.json,109.51
176279_2022-12.json,122.86
176279_2023-01.json,121.93
176279_2023-02.json,119.58
176279_2023-03.json,112.35
176279_2023-04.json,130.72
176279_2023-05.json,181.2
176279_2023-06.json,97.66
176279_2023-07.json,71.59
176279_2023-08.json,144.62
176279_2023-09.json,179.0
176279_2023-10.json,183.15
176279_2023-11.json,213.83
176279_2023-12.json,105.41
176279_2024-01.json,167.57
176279_2024-02.json,198.52
176279_2024-03.json,144.19
176279_2024-04.json,248.28
176279_2024-05.json,205.44
176279_2024-06.json,211.14
176279_2024-07.json,135.57
176279_2024-08.json,200.63
176279_2024-09.json,178.42
176279_2024-10.json,189.23
176279_2024-11.json,174.73
176279_2024-12.json,118.63
176279_2025-01.json,170.99
176279_2025-02.json,155.91
176279_2025-03.json,169.48
176279_2025-04.json,167.06
176279_2025-05.json,126.81
176288_2022-10.json,186.46
176288_2022-11.json,257.89
176288_2022-12.json,174.82
176288_2023-01.json,268.08
176288_2023-02.json,270.36
176288_2023-03.json,266.62
176288_2023-04.json,216.17
176288_2023-05.json,298.63
176288_2023-06.json,269.85
176288_2023-07.json,128.3
176288_2023-08.json,222.09
176288_2023-09.json,265.65
176288_2023-10.json,275.93
176288_2023-11.json,294.05
176288_2023-12.json,225.06
176288_2024-01.json,301.11
176288_2024-02.json,309.17
176288_2024-03.json,404.84
176288_2024-04.json,325.93
176288_2024-05.json,377.48
176288_2024-06.json,388.58
176288_2024-07.json,213.06
176288_2024-08.json,387.43
176288_2024-09.json,268.96
176288_2024-10.json,285.46
176288_2024-11.json,264.98
176288_2024-12.json,180.08
176288_2025-01.json,224.8
176288_2025-02.json,238.43
176288_2025-03.json,244.54
176288_2025-04.json,239.88
176288_2025-05.json,150.73
176297_2022-10.json,96.61
176297_2022-11.json,156.85
176297_2022-12.json,90.85
176297_2023-01.json,130.64
176297_2023-02.json,120.24
176297_2023-03.json,157.74
176297_2023-04.json,110.4
176297_2023-05.json,177.65
176297_2023-06.json,152.82
176297_2023-07.json,50.08
176297_2023-08.json,121.89
176297_2023-09.json,131.52
176297_2023-10.json,147.9
176297_2023-11.json,168.19
176297_2023-12.json,101.45
176297_2024-01.json,123.31
176297_2024-02.json,119.23
176297_2024-03.json,147.44
176297_2024-04.json,168.89
176297_2024-05.json,173.15
176297_2024-06.json,146.13
176297_2024-07.json,53.4
176297_2024-08.json,136.7
176297_2024-09.json,145.54
176297_2024-10.json,160.61
176297_2024-11.json,127.52
176297_2024-12.json,105.22
176297_2025-01.json,127.27
176297_2025-02.json,135.28
176297_2025-03.json,131.9
176297_2025-04.json,112.94
176297_2025-05.json,82.8
176306_2022-10.json,115.95
176306_2022-11.json,189.89
176306_2022-12.json,134.51
176306_2023-01.json,202.24
176306_2023-02.json,192.07
176306_2023-03.json,180.84
176306_2023-04.json,129.79
176306_2023-05.json,162.42
176306_2023-06.json,165.98
176306_2023-07.json,69.73
176306_2023-08.json,156.11
176306_2023-09.json,129.56
176306_2023-10.json,124.27
176306_2023-11.json,119.6
176306_2023-12.json,96.25
176306_2024-01.json,108.0
176306_2024-02.json,109.51
176306_2024-03.json,115.53
176306_2024-04.json,117.57
176306_2024-05.json,81.0
176306_2024-06.json,98.44
176306_2024-07.json,61.99
176306_2024-08.json,95.08
176306_2024-09.json,101.9
176306_2024-10.json,135.06
176306_2024-11.json,144.01
176306_2024-12.json,71.1
176306_2025-01.json,132.04
176306_2025-02.json,110.48
176306_2025-03.json,141.28
176306_2025-04.json,82.11
176306_2025-05.json,78.19
176315_2022-10.json,187.19
176315_2022-11.json,260.14
176315_2022-12.json,205.54
176315_2023-01.json,262.25
176315_2023-02.json,317.55
176315_2023-03.json,316.46
176315_2023-04.json,277.14
176315_2023-05.json,328.64
176315_2023-06.json,283.92
176315_2023-07.json,176.79
176315_2023-08.json,232.15
176315_2023-09.json,245.73
176315_2023-10.json,285.0
176315_2023-11.json,289.22
176315_2023-12.json,192.12
176315_2024-01.json,220.09
176315_2024-02.json,165.45
176315_2024-03.json,143.33
176315_2024-04.json,194.91
176315_2024-05.json,147.92
176315_2024-06.json,127.82
176315_2024-07.json,87.32
176315_2024-08.json,117.17
176315_2024-09.json,149.28
176315_2024-10.json,170.59
176315_2024-11.json,163.46
176315_2024-12.json,130.39
176315_2025-01.json,161.3
176315_2025-02.json,155.98
176315_2025-03.json,167.18
176315_2025-04.json,106.81
176315_2025-05.json,100.13
176324_2022-10.json,111.25
176324_2022-11.json,199.66
176324_2022-12.json,110.35
176324_2023-01.json,177.86
176324_2023-02.json,143.99
176324_2023-03.json,127.15
176324_2023-04.json,98.83
176324_2023-05.json,128.25
176324_2023-06.json,95.1
176324_2023-07.json,42.84
176324_2023-08.json,121.98
176324_2023-09.json,109.18
176324_2023-10.json,82.92
176324_2023-11.json,113.74
176324_2023-12.json,72.39
176324_2024-01.json,97.95
176324_2024-02.json,98.14
176324_2024-03.json,71.03
176324_2024-04.json,142.01
176324_2024-05.json,138.33
176324_2024-06.json,123.34
176324_2024-07.json,59.39
176324_2024-08.json,132.65
176324_2024-09.json,115.54
176324_2024-10.json,121.08
176324_2024-11.json,138.26
176324_2024-12.json,126.05
176324_2025-01.json,127.31
176324_2025-02.json,131.46
176324_2025-03.json,157.84
176324_2025-04.json,132.88
176324_2025-05.json,74.03
176333_2022-10.json,134.15
176333_2022-11.json,299.68
176333_2022-12.json,177.57
176333_2023-01.json,233.1
176333_2023-02.json,250.42
176333_2023-03.json,264.1
176333_2023-04.json,184.68
176333_2023-05.json,310.83
176333_2023-06.json,240.6
176333_2023-07.json,164.83
176333_2023-08.json,282.89
176333_2023-09.json,203.4
176333_2023-10.json,238.57
176333_2023-11.json,224.18
176333_2023-12.json,163.89
176333_2024-01.json,225.44
176333_2024-02.json,164.77
176333_2024-03.json,123.37
176333_2024-04.json,185.14
176333_2024-05.json,149.64
176333_2024-06.json,156.48
176333_2024-07.json,83.22
176333_2024-08.json,185.79
176333_2024-09.json,164.97
176333_2024-10.json,137.73
176333_2024-11.json,147.25
176333_2024-12.json,127.42
176333_2025-01.json,156.5
176333_2025-02.json,144.82
176333_2025-03.json,161.2
176333_2025-04.json,99.35
176333_2025-05.json,90.95
176342_2022-10.json,180.35
176342_2022-11.json,258.89
176342_2022-12.json,198.52
176342_2023-01.json,280.92
176342_2023-02.json,270.98
176342_2023-03.json,281.14
176342_2023-04.json,218.42
176342_2023-05.json,286.08
176342_2023-06.json,263.7
176342_2023-07.json,137.6
176342_2023-08.json,217.78
176342_2023-09.json,218.59
176342_2023-10.json,238.28
176342_2023-11.json,263.27
176342_2023-12.json,196.55
176342_2024-01.json,230.09
176342_2024-02.json,231.25
176342_2024-03.json,257.09
176342_2024-04.json,262.09
176342_2024-05.json,294.24
176342_2024-06.json,283.96
176342_2024-07.json,167.22
176342_2024-08.json,269.06
176342_2024-09.json,222.64
176342_2024-10.json,250.65
176342_2024-11.json,224.77
176342_2024-12.json,177.39
176342_2025-01.json,222.93
176342_2025-02.json,209.2
176342_2025-03.json,222.63
176342_2025-04.json,216.01
176342_2025-05.json,146.06
176351_2022-10.json,139.01
176351_2022-11.json,160.4
176351_2022-12.json,93.76
176351_2023-01.json,180.04
176351_2023-02.json,106.27
176351_2023-03.json,106.67
176351_2023-04.json,117.36
176351_2023-05.json,145.11
176351_2023-06.json,153.88
176351_2023-07.json,176.05
176351_2023-08.json,197.65
176351_2023-09.json,142.1
176351_2023-10.json,198.02
176351_2023-11.json,200.82
176351_2023-12.json,158.87
176351_2024-01.json,187.11
176351_2024-02.json,198.88
176351_2024-03.json,186.91
176351_2024-04.json,219.67
176351_2024-05.json,200.97
176351_2024-06.json,179.95
176351_2024-07.json,205.04
176351_2024-08.json,194.66
176351_2024-09.json,177.94
176351_2024-10.json,87.21
176351_2024-11.json,47.37
176351_2024-12.json,151.0
176351_2025-01.json,200.22
176351_2025-02.json,208.34
176351_2025-03.json,226.03
176351_2025-04.json,245.79
176351_2025-05.json,213.26
176360_2022-10.json,145.13
176360_2022-11.json,259.42
176360_2022-12.json,232.98
176360_2023-01.json,217.1
176360_2023-02.json,197.95
176360_2023-03.json,274.13
176360_2023-04.json,240.65
176360_2023-05.json,208.29
176360_2023-06.json,160.18
176360_2023-07.json,94.43
176360_2023-08.json,168.88
176360_2023-09.json,166.86
176360_2023-10.json,157.26
176360_2023-11.json,184.38
176360_2023-12.json,133.24
176360_2024-01.json,172.62
176360_2024-02.json,159.11
176360_2024-03.json,148.76
176360_2024-04.json,168.09
176360_2024-05.json,71.09
176360_2024-06.json,103.49
176360_2024-07.json,68.45
176360_2024-08.json,115.56
176360_2024-09.json,163.14
176360_2024-10.json,185.56
176360_2024-11.json,182.66
176360_2024-12.json,163.58
176360_2025-01.json,195.54
176360_2025-02.json,135.56
176360_2025-03.json,169.17
176360_2025-04.json,117.27
176360_2025-05.json,85.06
176558_2022-10.json,215.84
176558_2022-11.json,320.59
176558_2022-12.json,280.89
176558_2023-01.json,345.34
176558_2023-02.json,411.06
176558_2023-03.json,390.13
176558_2023-04.json,521.53
176558_2023-05.json,406.34
176558_2023-06.json,312.57
176558_2023-07.json,179.65
176558_2023-08.json,199.06
176558_2023-09.json,222.1
176558_2023-10.json,231.16
176558_2023-11.json,223.95
176558_2023-12.json,208.91
176558_2024-01.json,242.09
176558_2024-02.json,207.1
176558_2024-03.json,161.6
176558_2024-04.json,163.73
176558_2024-05.json,129.17
176558_2024-06.json,166.54
176558_2024-07.json,148.45
176558_2024-08.json,178.4
176558_2024-09.json,172.25
176558_2024-10.json,147.77
176558_2024-11.json,173.9
176558_2024-12.json,175.52
176558_2025-01.json,239.45
176558_2025-02.json,253.57
176558_2025-03.json,287.78
176558_2025-04.json,229.74
176558_2025-05.json,169.59
176567_2022-10.json,176.76
176567_2022-11.json,254.26
176567_2022-12.json,212.8
176567_2023-01.json,266.13
176567_2023-02.json,197.42
176567_2023-03.json,188.08
176567_2023-04.json,103.99
176567_2023-05.json,249.42
176567_2023-06.json,197.06
176567_2023-07.json,71.27
176567_2023-08.json,94.51
176567_2023-09.json,149.7
